scenario,year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
E,2024,2024-04-17,2024-04-18,Dataland Daily,National,Online,200,Adults,None,0.15,0.335,0.285,0.045,0.185
E,2024,2024-04-18,2024-04-19,Dataland Daily,National,Online,200,Adults,None,0.11,0.345,0.27,0.05,0.225
E,2024,2024-04-19,2024-04-20,Dataland Daily,National,Online,200,Adults,None,0.165,0.38,0.245,0.035,0.175
E,2024,2024-04-18,2024-04-20,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.238,0.353,0.279,0,0.131
E,2024,2024-04-18,2024-04-20,Synapse Strategies,Neuronia,Online,1000,RV,SSP,0.017,0.309,0.074,0.449,0.151
E,2024,2024-04-18,2024-04-20,No Province Left Behind,Neuronia,IVR,500,RV,None,0.028,0.422,0.074,0.4,0.076
E,2024,2024-04-18,2024-04-20,No Province Left Behind,Quantumridge,IVR,500,RV,None,0.168,0.418,0.316,0,0.098
E,2024,2024-04-20,2024-04-21,Dataland Daily,National,Online,200,Adults,None,0.12,0.4,0.2,0.05,0.23
E,2024,2024-04-21,2024-04-22,Metaflux University,Binaryshire,IVR,1500,Adults,None,0.679,0.039,0.12,0,0.161
E,2024,2024-04-21,2024-04-22,Dataland Daily,National,Online,200,Adults,None,0.135,0.425,0.28,0.035,0.125
E,2024,2024-04-20,2024-04-22,Metaflux University,Infinitron Peninsula,IVR,1500,Adults,None,0.292,0.339,0.209,0,0.159
E,2024,2024-04-22,2024-04-23,Dataland Daily,National,Online,200,Adults,None,0.09,0.43,0.25,0.045,0.185
E,2024,2024-04-21,2024-04-23,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,None,0.408,0.113,0.326,0,0.152
E,2024,2024-04-23,2024-04-24,Synapse Strategies,Cortexia,Online,1000,RV,None,0.072,0.331,0.251,0.17,0.176
E,2024,2024-04-23,2024-04-24,Dataland Daily,National,Online,200,Adults,None,0.125,0.305,0.315,0.075,0.18
E,2024,2024-04-23,2024-04-24,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,CC,0.032,0.186,0.091,0.574,0.118
E,2024,2024-04-23,2024-04-24,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.119,0.355,0.244,0.176,0.106
E,2024,2024-04-24,2024-04-25,Metaflux University,Byteforge Domain,IVR,1500,Adults,None,0.273,0.185,0.417,0,0.125
E,2024,2024-04-24,2024-04-25,Dataland Daily,National,Online,200,Adults,None,0.145,0.41,0.23,0.03,0.185
E,2024,2024-04-25,2024-04-26,Dataland Daily,National,Online,200,Adults,None,0.105,0.395,0.28,0.035,0.185
E,2024,2024-04-24,2024-04-26,Big Dataland Surveys,National,Online,10000,RV,None,0.132,0.406,0.29,0.044,0.128
E,2024,2024-04-24,2024-04-26,No Province Left Behind,Quantumridge,IVR,500,RV,None,0.112,0.382,0.39,0,0.116
E,2024,2024-04-26,2024-04-27,Dataland Daily,National,Online,200,Adults,None,0.125,0.36,0.3,0.045,0.17
E,2024,2024-04-25,2024-04-27,Synapse Strategies,Neuronia,Online,1000,RV,SSP,0.011,0.287,0.06,0.515,0.127
E,2024,2024-04-27,2024-04-28,Progressive Polling,Infoglen,Live caller,1000,Adults,None,0.167,0.446,0.298,0,0.089
E,2024,2024-04-27,2024-04-28,Dataland Daily,National,Online,200,Adults,None,0.09,0.42,0.235,0.045,0.21
E,2024,2024-04-27,2024-04-28,Synapse Strategies,Neuronia,Online,1000,RV,SSP,0.024,0.233,0.073,0.507,0.163
E,2024,2024-04-26,2024-04-28,Cobolite Coalition Calling,Metaflux Realm,IVR,2000,RV,CC,0.334,0.22,0.281,0,0.164
E,2024,2024-04-27,2024-04-29,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.305,0.307,0.281,0,0.106
E,2024,2024-04-27,2024-04-29,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.099,0.405,0.212,0.138,0.146
E,2024,2024-04-29,2024-04-30,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,CC,0.393,0.264,0.23,0,0.113
E,2024,2024-04-29,2024-04-30,Dataland Daily,National,Online,200,Adults,None,0.15,0.295,0.31,0.015,0.23
E,2024,2024-04-29,2024-04-30,No Province Left Behind,National,IVR,500,RV,None,0.156,0.384,0.298,0.062,0.1
E,2024,2024-04-28,2024-04-30,No Province Left Behind,Binaryshire,IVR,500,RV,None,0.744,0.04,0.094,0,0.122
E,2024,2024-04-28,2024-04-30,Dataland Daily,National,Online,200,Adults,None,0.155,0.32,0.28,0.045,0.2
E,2024,2024-04-30,2024-05-01,Proudly Paid For Polling,Binaryshire,Online,1000,RV,PDAL,0.725,0.017,0.161,0,0.097
E,2024,2024-04-30,2024-05-01,Proudly Paid For Polling,Cerebrica,Online,1000,RV,DGM,0.155,0.49,0.225,0.05,0.08
E,2024,2024-04-30,2024-05-01,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.295,0.323,0.274,0,0.108
E,2024,2024-04-30,2024-05-01,No Province Left Behind,Quantumridge,IVR,500,RV,None,0.138,0.362,0.424,0,0.076
E,2024,2024-04-30,2024-05-01,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.141,0.363,0.232,0.187,0.076
E,2024,2024-04-29,2024-05-01,Cobolite Coalition Calling,Quantumridge,IVR,2000,RV,None,0.212,0.316,0.308,0,0.165
E,2024,2024-05-01,2024-05-02,Dataland Daily,National,Online,200,Adults,None,0.135,0.35,0.245,0.06,0.21
E,2024,2024-05-01,2024-05-02,Dataland Register-Gazette,Synapse Territories,Live caller,1500,RV,None,0.117,0.377,0.23,0.167,0.108
E,2024,2024-04-30,2024-05-02,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.147,0.398,0.341,0,0.114
E,2024,2024-04-30,2024-05-02,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.103,0.363,0.261,0.185,0.088
E,2024,2024-04-30,2024-05-02,Dataland Daily,National,Online,200,Adults,None,0.155,0.355,0.25,0.045,0.195
E,2024,2024-05-02,2024-05-03,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.338,0.129,0.427,0,0.107
E,2024,2024-05-02,2024-05-03,Dataland Daily,National,Online,200,Adults,None,0.165,0.3,0.33,0.035,0.17
E,2024,2024-05-01,2024-05-03,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.131,0.392,0.214,0.148,0.116
E,2024,2024-05-03,2024-05-04,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,RV,None,0.305,0.314,0.273,0,0.109
E,2024,2024-05-03,2024-05-04,Proudly Paid For Polling,Metaflux Realm,Online,1000,RV,DGM,0.269,0.419,0.227,0,0.085
E,2024,2024-05-03,2024-05-04,Dataland Daily,National,Online,200,Adults,None,0.17,0.37,0.215,0.025,0.22
E,2024,2024-05-02,2024-05-04,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.118,0.454,0.318,0,0.111
E,2024,2024-05-02,2024-05-04,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.305,0.305,0.282,0,0.109
E,2024,2024-05-04,2024-05-05,Proudly Paid For Polling,Infoglen,Online,1000,RV,DGM,0.2,0.472,0.234,0,0.094
E,2024,2024-05-04,2024-05-05,Cobolite Coalition Calling,Quantumridge,IVR,2000,RV,CC,0.216,0.331,0.306,0,0.147
E,2024,2024-05-03,2024-05-05,No Province Left Behind,Binaryshire,IVR,500,RV,None,0.742,0.026,0.138,0,0.094
E,2024,2024-05-03,2024-05-05,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.191,0.429,0.245,0.051,0.085
E,2024,2024-05-05,2024-05-06,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.365,0.358,0.155,0,0.123
E,2024,2024-05-05,2024-05-06,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.289,0.289,0.269,0,0.153
E,2024,2024-05-05,2024-05-06,Dataland Daily,National,Online,200,Adults,None,0.17,0.29,0.305,0.045,0.19
E,2024,2024-05-04,2024-05-06,Dataland Daily,National,Online,200,Adults,None,0.14,0.355,0.295,0.045,0.165
E,2024,2024-05-06,2024-05-07,Dataland Daily,National,Online,200,Adults,None,0.165,0.365,0.28,0.02,0.17
E,2024,2024-05-07,2024-05-08,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.173,0.403,0.269,0.052,0.103
E,2024,2024-05-07,2024-05-08,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.142,0.378,0.378,0,0.103
E,2024,2024-05-07,2024-05-08,Dataland Register-Gazette,Circuiton,Live caller,1500,RV,None,0.051,0.508,0.344,0,0.097
E,2024,2024-05-07,2024-05-08,Dataland Daily,National,Online,200,Adults,None,0.08,0.405,0.29,0.04,0.185
E,2024,2024-05-06,2024-05-08,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,None,0.077,0.489,0.334,0,0.101
E,2024,2024-05-08,2024-05-09,Proudly Paid For Polling,Binaryshire,Online,1000,LV,DGM,0.731,0.026,0.161,0,0.082
E,2024,2024-05-08,2024-05-09,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,None,0.122,0.365,0.406,0,0.107
E,2024,2024-05-08,2024-05-09,Proudly Paid For Polling,National,Online,1000,LV,CC,0.193,0.362,0.338,0.036,0.071
E,2024,2024-05-08,2024-05-09,Proudly Paid For Polling,Voltagea,Online,1000,LV,CC,0.089,0.46,0.356,0,0.095
E,2024,2024-05-07,2024-05-09,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.274,0.291,0.317,0,0.118
E,2024,2024-05-07,2024-05-09,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.132,0.358,0.26,0.167,0.083
E,2024,2024-05-09,2024-05-10,Proudly Paid For Polling,Amperville,Online,1000,LV,CC,0.044,0.258,0.605,0,0.093
E,2024,2024-05-09,2024-05-10,Proudly Paid For Polling,Cortexia,Online,1000,LV,PDAL,0.101,0.332,0.309,0.193,0.065
E,2024,2024-05-09,2024-05-10,Dataland Daily,National,Online,200,Adults,None,0.125,0.295,0.365,0.06,0.155
E,2024,2024-05-08,2024-05-10,Dataland Daily,National,Online,200,Adults,None,0.135,0.335,0.325,0.04,0.165
E,2024,2024-05-09,2024-05-11,Metaflux University,Quantumridge,IVR,1500,RV,None,0.156,0.29,0.429,0,0.125
E,2024,2024-05-09,2024-05-11,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,None,0.057,0.493,0.347,0,0.103
E,2024,2024-05-11,2024-05-12,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.24,0.428,0.23,0,0.102
E,2024,2024-05-11,2024-05-12,Dataland Daily,National,Online,200,Adults,None,0.15,0.37,0.325,0.025,0.13
E,2024,2024-05-10,2024-05-12,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,CC,0.248,0.434,0.22,0,0.098
E,2024,2024-05-10,2024-05-12,Dataland Daily,National,Online,200,Adults,None,0.135,0.38,0.275,0.025,0.185
E,2024,2024-05-12,2024-05-13,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,CC,0.343,0.316,0.209,0,0.132
E,2024,2024-05-12,2024-05-13,Dataland Daily,National,Online,200,Adults,None,0.155,0.36,0.29,0.03,0.165
E,2024,2024-05-12,2024-05-13,Proudly Paid For Polling,Neuronia,Online,1000,LV,DGM,0.028,0.392,0.094,0.413,0.073
E,2024,2024-05-11,2024-05-13,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.192,0.391,0.255,0.071,0.091
E,2024,2024-05-11,2024-05-13,Progressive Polling,Circuiton,Live caller,1000,Adults,None,0.03,0.61,0.248,0,0.112
E,2024,2024-05-13,2024-05-14,Dataland Daily,National,Online,200,Adults,None,0.15,0.305,0.295,0.045,0.205
E,2024,2024-05-13,2024-05-14,Proudly Paid For Polling,Neuronia,Online,1000,LV,CC,0.031,0.312,0.096,0.431,0.13
E,2024,2024-05-12,2024-05-14,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,RV,None,0.247,0.328,0.33,0,0.095
E,2024,2024-05-14,2024-05-15,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.253,0.362,0.269,0,0.116
E,2024,2024-05-14,2024-05-15,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.121,0.406,0.234,0.161,0.078
E,2024,2024-05-13,2024-05-15,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,None,0.264,0.173,0.498,0,0.065
E,2024,2024-05-15,2024-05-16,Dataland Daily,National,Online,200,Adults,None,0.125,0.415,0.265,0.04,0.155
E,2024,2024-05-14,2024-05-16,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.137,0.401,0.361,0,0.1
E,2024,2024-05-14,2024-05-16,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.253,0.329,0.305,0,0.114
E,2024,2024-05-14,2024-05-16,Dataland Daily,National,Online,200,Adults,None,0.145,0.41,0.285,0.03,0.13
E,2024,2024-05-16,2024-05-18,No Province Left Behind,Amperville,IVR,500,LV,None,0.052,0.316,0.562,0,0.07
E,2024,2024-05-16,2024-05-18,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.067,0.369,0.297,0.187,0.081
E,2024,2024-05-16,2024-05-18,Dataland Daily,National,Online,200,Adults,None,0.125,0.38,0.3,0.04,0.155
E,2024,2024-05-18,2024-05-19,Progressive Polling,Cortexia,Live caller,1000,Adults,None,0.091,0.376,0.274,0.166,0.093
E,2024,2024-05-18,2024-05-19,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.243,0.425,0.261,0,0.071
E,2024,2024-05-17,2024-05-19,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.133,0.436,0.317,0,0.114
E,2024,2024-05-17,2024-05-19,Dataland Daily,National,Online,200,Adults,None,0.155,0.355,0.285,0.025,0.18
E,2024,2024-05-19,2024-05-20,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.059,0.572,0.265,0,0.103
E,2024,2024-05-19,2024-05-20,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.226,0.394,0.301,0,0.079
E,2024,2024-05-19,2024-05-20,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.373,0.331,0.19,0,0.107
E,2024,2024-05-18,2024-05-20,Metaflux University,Binaryshire,IVR,1500,RV,None,0.734,0.043,0.12,0,0.103
E,2024,2024-05-18,2024-05-20,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,None,0.149,0.42,0.341,0,0.09
E,2024,2024-05-18,2024-05-20,Proudly Paid For Polling,Cortexia,Online,1000,LV,DGM,0.076,0.432,0.217,0.176,0.099
E,2024,2024-05-18,2024-05-20,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.369,0.28,0.247,0,0.103
E,2024,2024-05-18,2024-05-20,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,PDAL,0.387,0.319,0.227,0,0.067
E,2024,2024-05-18,2024-05-20,Dataland Daily,National,Online,200,Adults,None,0.16,0.405,0.255,0.045,0.135
E,2024,2024-05-19,2024-05-21,No Province Left Behind,Binaryshire,IVR,500,LV,None,0.744,0.04,0.136,0,0.08
E,2024,2024-05-19,2024-05-21,Dataland Daily,National,Online,200,Adults,None,0.12,0.45,0.24,0.02,0.17
