year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
2011,2011-05-20,2011-05-22,Progressive Polling,Cerebrica,Live caller,1000,Adults,None,0.235,0.273,0.302,0.096,0.094
2011,2011-05-20,2011-05-22,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.121,0.318,0.478,0,0.083
2011,2011-05-20,2011-05-22,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.335,0.247,0.31,0,0.108
2011,2011-05-21,2011-05-22,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,None,0.371,0.201,0.363,0,0.065
2011,2011-05-20,2011-05-22,Dataland Daily,National,Online,200,Adults,None,0.2,0.275,0.3,0.08,0.145
2011,2011-05-21,2011-05-22,Dataland Daily,National,Online,200,Adults,None,0.24,0.23,0.325,0.045,0.16
2011,2011-05-21,2011-05-22,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.274,0.249,0.228,0.154,0.094
2011,2011-05-21,2011-05-22,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,DGM,0.212,0.283,0.226,0.199,0.08
2011,2011-05-20,2011-05-22,Proudly Paid For Polling,Voltagea,Online,1000,LV,DGM,0.14,0.356,0.437,0,0.067
2011,2011-05-22,2011-05-23,Progressive Polling,Cerebrica,Live caller,1000,Adults,None,0.236,0.355,0.252,0.076,0.081
2011,2011-05-21,2011-05-23,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.304,0.304,0.332,0,0.06
2011,2011-05-21,2011-05-23,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,CC,0.549,0.193,0.17,0,0.088
2011,2011-05-22,2011-05-23,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.337,0.231,0.335,0,0.096
2011,2011-05-22,2011-05-23,Dataland Daily,National,Online,200,Adults,None,0.28,0.235,0.285,0.055,0.145
2011,2011-05-22,2011-05-23,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,CC,0.25,0.201,0.219,0.216,0.114
2011,2011-05-23,2011-05-24,Cobolite Coalition Calling,National,IVR,2000,RV,None,0.342,0.188,0.28,0.077,0.113
2011,2011-05-23,2011-05-25,Dataland Daily,National,Online,200,Adults,None,0.27,0.275,0.28,0.05,0.125
2011,2011-05-24,2011-05-26,Dataland Daily,National,Online,200,Adults,None,0.23,0.255,0.335,0.05,0.13
2011,2011-05-25,2011-05-26,Metaflux University,Quantumridge,IVR,1500,RV,None,0.247,0.216,0.443,0,0.095
2011,2011-05-25,2011-05-27,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.446,0.083,0.383,0,0.089
2011,2011-05-26,2011-05-27,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.35,0.205,0.349,0,0.095
2011,2011-05-25,2011-05-27,Dataland Daily,National,Online,200,Adults,None,0.195,0.275,0.345,0.06,0.125
2011,2011-05-27,2011-05-28,Metaflux University,Binaryshire,IVR,1500,RV,None,0.788,0.013,0.091,0,0.109
2011,2011-05-27,2011-05-28,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,None,0.308,0.278,0.237,0.072,0.104
2011,2011-05-26,2011-05-28,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,None,0.203,0.187,0.277,0.276,0.058
2011,2011-05-26,2011-05-28,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.322,0.227,0.376,0,0.075
2011,2011-05-26,2011-05-28,Dataland Daily,National,Online,200,Adults,None,0.195,0.21,0.305,0.08,0.21
2011,2011-05-27,2011-05-29,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,CC,0.571,0.052,0.267,0,0.11
2011,2011-05-28,2011-05-29,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.296,0.306,0.335,0,0.063
2011,2011-05-27,2011-05-29,Dataland Daily,National,Online,200,Adults,None,0.155,0.305,0.335,0.065,0.14
2011,2011-05-28,2011-05-29,Dataland Daily,National,Online,200,Adults,None,0.14,0.245,0.405,0.065,0.145
2011,2011-05-29,2011-05-30,Metaflux University,Binaryshire,IVR,1500,RV,None,0.761,0.016,0.132,0,0.091
2011,2011-05-29,2011-05-30,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,None,0.193,0.18,0.259,0.282,0.086
2011,2011-05-29,2011-05-30,Proudly Paid For Polling,Infoglen,Online,1000,LV,CC,0.355,0.221,0.355,0,0.069
2011,2011-05-29,2011-05-30,Dataland Daily,National,Online,200,Adults,None,0.225,0.245,0.33,0.06,0.14
2011,2011-05-29,2011-05-30,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.257,0.248,0.385,0.058,0.052
2011,2011-05-30,2011-05-31,Proudly Paid For Polling,Binaryshire,Online,1000,LV,CC,0.819,0.013,0.094,0,0.074
2011,2011-05-30,2011-06-01,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.242,0.262,0.418,0,0.078
2011,2011-05-30,2011-06-01,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.337,0.233,0.342,0,0.088
2011,2011-05-30,2011-06-01,Dataland Daily,National,Online,200,Adults,None,0.2,0.275,0.36,0.035,0.13
2011,2011-05-30,2011-06-01,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.276,0.214,0.371,0.073,0.065
2011,2011-05-30,2011-06-01,Proudly Paid For Polling,National,Online,1000,LV,DGM,0.254,0.292,0.324,0.076,0.054
2011,2011-06-01,2011-06-02,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,PDAL,0.159,0.271,0.508,0,0.062
2011,2011-06-01,2011-06-02,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.123,0.31,0.491,0,0.076
2011,2011-05-31,2011-06-02,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.335,0.29,0.314,0,0.061
2011,2011-05-31,2011-06-02,Dataland Daily,National,Online,200,Adults,None,0.175,0.16,0.41,0.07,0.185
2011,2011-06-01,2011-06-02,Dataland Daily,National,Online,200,Adults,None,0.27,0.245,0.29,0.05,0.145
2011,2011-06-01,2011-06-03,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,None,0.335,0.253,0.283,0.077,0.051
2011,2011-06-01,2011-06-03,Cobolite Coalition Calling,Quantumridge,IVR,2000,RV,CC,0.273,0.206,0.424,0,0.097
2011,2011-06-03,2011-06-04,Progressive Polling,Cerebrica,Live caller,1000,LV,None,0.295,0.26,0.331,0.07,0.044
2011,2011-06-02,2011-06-04,Dataland Daily,National,Online,200,Adults,None,0.175,0.32,0.3,0.055,0.15
2011,2011-06-02,2011-06-04,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,None,0.202,0.217,0.262,0.256,0.063
2011,2011-06-03,2011-06-05,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,CC,0.487,0.091,0.349,0,0.073
2011,2011-06-03,2011-06-05,Progressive Polling,Electropolis,Live caller,1000,LV,None,0.292,0.286,0.369,0,0.053
2011,2011-06-03,2011-06-05,Dataland Daily,National,Online,200,Adults,None,0.185,0.25,0.32,0.085,0.16
2011,2011-06-04,2011-06-05,Dataland Daily,National,Online,200,Adults,None,0.22,0.255,0.37,0.06,0.095
2011,2011-06-04,2011-06-05,Proudly Paid For Polling,Voltagea,Online,1000,LV,PDAL,0.106,0.291,0.548,0,0.055
2011,2011-06-05,2011-06-06,Proudly Paid For Polling,Binaryshire,Online,1000,LV,CC,0.841,0.015,0.095,0,0.049
2011,2011-06-05,2011-06-06,Dataland Daily,National,Online,200,Adults,None,0.2,0.26,0.385,0.065,0.09
2011,2011-06-05,2011-06-07,No Province Left Behind,National,IVR,500,LV,None,0.288,0.26,0.308,0.076,0.068
2011,2011-06-06,2011-06-07,Dataland Daily,National,Online,200,Adults,None,0.19,0.245,0.375,0.055,0.135
2011,2011-06-06,2011-06-07,Big Dataland Surveys,National,Online,10000,RV,None,0.205,0.265,0.387,0.069,0.074
2011,2011-06-07,2011-06-08,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,CC,0.807,0.008,0.098,0,0.086
2011,2011-06-08,2011-06-09,Proudly Paid For Polling,Cortexia,Online,1000,LV,PDAL,0.166,0.162,0.34,0.272,0.06
2011,2011-06-07,2011-06-09,Progressive Polling,Electropolis,Live caller,1000,LV,None,0.327,0.249,0.373,0,0.051
2011,2011-06-07,2011-06-09,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.296,0.313,0.342,0,0.049
2011,2011-06-07,2011-06-09,Dataland Daily,National,Online,200,Adults,None,0.275,0.215,0.33,0.055,0.125
2011,2011-06-08,2011-06-09,Dataland Daily,National,Online,200,Adults,None,0.145,0.22,0.435,0.065,0.135
2011,2011-06-07,2011-06-09,Proudly Paid For Polling,Voltagea,Online,1000,LV,CC,0.155,0.302,0.491,0,0.052
2011,2011-06-08,2011-06-10,Progressive Polling,Cerebrica,Live caller,1000,LV,None,0.333,0.29,0.25,0.086,0.041
2011,2011-06-08,2011-06-10,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.224,0.267,0.449,0,0.06
2011,2011-06-09,2011-06-10,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.132,0.326,0.501,0,0.041
2011,2011-06-10,2011-06-11,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.176,0.296,0.463,0,0.064
2011,2011-06-10,2011-06-11,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.19,0.177,0.239,0.338,0.056
2011,2011-06-10,2011-06-11,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.288,0.297,0.367,0,0.048
2011,2011-06-09,2011-06-11,Dataland Daily,National,Online,200,Adults,None,0.215,0.245,0.33,0.095,0.115
2011,2011-06-09,2011-06-11,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,CC,0.172,0.28,0.496,0,0.052
2011,2011-06-10,2011-06-12,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.392,0.104,0.449,0,0.055
2011,2011-06-10,2011-06-12,Progressive Polling,Cortexia,Live caller,1000,LV,None,0.185,0.216,0.268,0.296,0.035
2011,2011-06-10,2011-06-12,Proudly Paid For Polling,Cortexia,Online,1000,LV,PDAL,0.167,0.187,0.318,0.289,0.039
2011,2011-06-10,2011-06-12,Dataland Daily,National,Online,200,Adults,None,0.175,0.31,0.375,0.025,0.115
2011,2011-06-12,2011-06-13,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.121,0.361,0.485,0,0.033
2011,2011-06-11,2011-06-13,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,None,0.301,0.305,0.342,0,0.052
2011,2011-06-11,2011-06-13,Dataland Daily,National,Online,200,Adults,None,0.22,0.25,0.39,0.06,0.08
2011,2011-06-12,2011-06-13,Dataland Daily,National,Online,200,Adults,None,0.165,0.395,0.29,0.05,0.1
2011,2011-06-13,2011-06-14,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,DGM,0.379,0.13,0.451,0,0.04
2011,2011-06-12,2011-06-14,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.348,0.257,0.323,0,0.072
2011,2011-06-12,2011-06-14,No Province Left Behind,National,IVR,500,LV,None,0.308,0.252,0.338,0.066,0.036
2011,2011-06-13,2011-06-15,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.403,0.091,0.461,0,0.044
2011,2011-06-14,2011-06-15,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.447,0.057,0.427,0,0.069
2011,2011-06-13,2011-06-15,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,CC,0.298,0.332,0.239,0.076,0.054
2011,2011-06-13,2011-06-15,Dataland Daily,National,Online,200,Adults,None,0.195,0.32,0.27,0.09,0.125
2011,2011-06-14,2011-06-15,Dataland Daily,National,Online,200,Adults,None,0.215,0.31,0.295,0.07,0.11
2011,2011-06-15,2011-06-16,Proudly Paid For Polling,Binaryshire,Online,1000,LV,DGM,0.853,0.023,0.093,0,0.031
2011,2011-06-16,2011-06-17,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,None,0.303,0.304,0.266,0.083,0.044
2011,2011-06-15,2011-06-17,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,None,0.376,0.219,0.375,0,0.03
2011,2011-06-15,2011-06-17,Dataland Daily,National,Online,200,Adults,None,0.24,0.205,0.315,0.075,0.165
2011,2011-06-16,2011-06-17,Dataland Daily,National,Online,200,Adults,None,0.21,0.19,0.36,0.055,0.185
2011,2011-06-16,2011-06-17,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.277,0.173,0.258,0.23,0.062
2011,2011-06-16,2011-06-17,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.218,0.237,0.226,0.261,0.058
2011,2011-06-16,2011-06-18,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.061,0.204,0.707,0,0.028
2011,2011-06-17,2011-06-18,Proudly Paid For Polling,Amperville,Online,1000,LV,PDAL,0.041,0.154,0.755,0,0.05
2011,2011-06-17,2011-06-18,Synapse Strategies,Cerebrica,Online,1000,LV,None,0.28,0.301,0.296,0.087,0.036
2011,2011-06-17,2011-06-18,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,None,0.189,0.283,0.503,0,0.025
2011,2011-06-17,2011-06-18,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.201,0.206,0.243,0.313,0.037
2011,2011-06-17,2011-06-18,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,None,0.206,0.169,0.323,0.268,0.034
2011,2011-06-17,2011-06-18,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.317,0.303,0.349,0,0.031
2011,2011-06-16,2011-06-18,Metaflux University,Infoglen,IVR,1500,RV,None,0.326,0.255,0.35,0,0.069
2011,2011-06-17,2011-06-18,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.231,0.261,0.416,0.057,0.035
2011,2011-06-17,2011-06-18,No Province Left Behind,National,IVR,500,LV,None,0.222,0.268,0.41,0.074,0.026
2011,2011-06-17,2011-06-18,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.054,0.17,0.087,0.64,0.049
2011,2011-06-17,2011-06-19,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,None,0.317,0.296,0.36,0,0.027
2011,2011-06-17,2011-06-19,Dataland Daily,National,Online,200,Adults,None,0.24,0.255,0.39,0.065,0.05
2011,2011-06-17,2011-06-19,Big Dataland Surveys,National,Online,10000,RV,None,0.234,0.288,0.346,0.071,0.061
2011,2011-06-17,2011-06-19,No Province Left Behind,Neuronia,IVR,500,LV,None,0.076,0.218,0.104,0.566,0.036
2011,2011-06-17,2011-06-19,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.192,0.214,0.264,0.294,0.036
2012,2012-04-03,2012-04-05,Dataland Daily,National,Online,200,Adults,None,0.165,0.235,0.36,0.05,0.19
2012,2012-04-04,2012-04-06,Dataland Daily,National,Online,200,Adults,None,0.14,0.235,0.4,0.025,0.2
2012,2012-04-05,2012-04-06,Dataland Daily,National,Online,200,Adults,None,0.22,0.19,0.37,0.06,0.16
2012,2012-04-06,2012-04-07,Dataland Daily,National,Online,200,Adults,None,0.16,0.24,0.37,0.055,0.175
2012,2012-04-06,2012-04-08,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.236,0.19,0.38,0.029,0.164
2012,2012-04-07,2012-04-08,Dataland Daily,National,Online,200,Adults,None,0.145,0.245,0.355,0.035,0.22
2012,2012-04-08,2012-04-09,Dataland Daily,National,Online,200,Adults,None,0.21,0.205,0.33,0.04,0.215
2012,2012-04-07,2012-04-09,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,CC,0.088,0.109,0.112,0.543,0.148
2012,2012-04-09,2012-04-10,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,PDAL,0.264,0.077,0.54,0,0.119
2012,2012-04-09,2012-04-10,Dataland Daily,National,Online,200,Adults,None,0.17,0.23,0.365,0.045,0.19
2012,2012-04-11,2012-04-12,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,None,0.75,0.01,0.112,0,0.13
2012,2012-04-10,2012-04-12,Dataland Daily,National,Online,200,Adults,None,0.16,0.165,0.395,0.03,0.25
2012,2012-04-12,2012-04-13,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,None,0.226,0.244,0.356,0,0.174
2012,2012-04-11,2012-04-13,Dataland Daily,National,Online,200,Adults,None,0.145,0.205,0.365,0.06,0.225
2012,2012-04-12,2012-04-13,Dataland Daily,National,Online,200,Adults,None,0.2,0.26,0.33,0.05,0.16
2012,2012-04-13,2012-04-14,Dataland Daily,National,Online,200,Adults,None,0.105,0.235,0.465,0.045,0.15
2012,2012-04-13,2012-04-14,Synapse Strategies,Synapse Territories,Online,1000,RV,SSP,0.166,0.196,0.33,0.169,0.139
2012,2012-04-14,2012-04-15,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,CC,0.096,0.262,0.445,0,0.196
2012,2012-04-15,2012-04-16,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.153,0.258,0.416,0,0.173
2012,2012-04-14,2012-04-16,Progressive Polling,Cortexia,Live caller,1000,Adults,PDAL,0.087,0.158,0.523,0.125,0.107
2012,2012-04-14,2012-04-16,Dataland Daily,National,Online,200,Adults,None,0.175,0.195,0.345,0.03,0.255
2012,2012-04-15,2012-04-16,Dataland Daily,National,Online,200,Adults,None,0.135,0.23,0.34,0.03,0.265
2012,2012-04-16,2012-04-18,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.145,0.286,0.416,0,0.152
2012,2012-04-17,2012-04-18,Synapse Strategies,Cortexia,Online,1000,RV,None,0.17,0.179,0.328,0.185,0.138
2012,2012-04-16,2012-04-18,Dataland Daily,National,Online,200,Adults,None,0.155,0.265,0.395,0.03,0.155
2012,2012-04-17,2012-04-18,Dataland Daily,National,Online,200,Adults,None,0.145,0.28,0.33,0.025,0.22
2012,2012-04-18,2012-04-19,Dataland Daily,National,Online,200,Adults,None,0.205,0.19,0.325,0.015,0.265
2012,2012-04-19,2012-04-20,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,None,0.299,0.077,0.461,0,0.163
2012,2012-04-19,2012-04-20,Dataland Daily,National,Online,200,Adults,None,0.195,0.195,0.415,0.025,0.17
2012,2012-04-19,2012-04-21,Metaflux University,Byteforge Domain,IVR,1500,Adults,None,0.275,0.075,0.498,0,0.152
2012,2012-04-19,2012-04-21,Progressive Polling,Infoglen,Live caller,1000,Adults,PDAL,0.229,0.269,0.377,0,0.125
2012,2012-04-19,2012-04-21,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.276,0.254,0.342,0,0.128
2012,2012-04-20,2012-04-22,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,CC,0.232,0.207,0.415,0,0.146
2012,2012-04-20,2012-04-22,Dataland Daily,National,Online,200,Adults,None,0.125,0.255,0.355,0.06,0.205
2012,2012-04-21,2012-04-22,Dataland Daily,National,Online,200,Adults,None,0.225,0.21,0.37,0.045,0.15
2012,2012-04-22,2012-04-23,Metaflux University,Infinitron Peninsula,IVR,1500,Adults,None,0.384,0.207,0.243,0,0.166
2012,2012-04-22,2012-04-23,Dataland Daily,National,Online,200,Adults,None,0.15,0.21,0.375,0.05,0.215
2012,2012-04-22,2012-04-24,Metaflux University,Infoglen,IVR,1500,Adults,None,0.223,0.328,0.292,0,0.157
2012,2012-04-23,2012-04-24,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,None,0.265,0.348,0.268,0,0.119
2012,2012-04-23,2012-04-25,Dataland Daily,National,Online,200,Adults,None,0.19,0.29,0.35,0.03,0.14
2012,2012-04-24,2012-04-25,Dataland Daily,National,Online,200,Adults,None,0.195,0.23,0.37,0.045,0.16
2012,2012-04-23,2012-04-25,No Province Left Behind,Neuronia,IVR,500,RV,None,0.05,0.172,0.144,0.466,0.168
2012,2012-04-24,2012-04-25,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.196,0.179,0.321,0.186,0.118
2012,2012-04-25,2012-04-27,Dataland Daily,National,Online,200,Adults,None,0.225,0.255,0.345,0.04,0.135
2012,2012-04-26,2012-04-27,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.332,0.255,0.246,0.061,0.106
2012,2012-04-26,2012-04-28,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,None,0.161,0.144,0.358,0.218,0.12
2012,2012-04-26,2012-04-28,Dataland Daily,National,Online,200,Adults,None,0.145,0.245,0.37,0.05,0.19
2012,2012-04-27,2012-04-29,Dataland Daily,National,Online,200,Adults,None,0.16,0.3,0.36,0.055,0.125
2012,2012-04-28,2012-04-29,Dataland Daily,National,Online,200,Adults,None,0.19,0.2,0.365,0.065,0.18
2012,2012-04-28,2012-04-29,Metaflux University,Quantumridge,IVR,1500,RV,None,0.179,0.213,0.485,0,0.123
2012,2012-04-28,2012-04-30,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,None,0.45,0.168,0.253,0,0.128
2012,2012-04-28,2012-04-30,Metaflux University,Infoglen,IVR,1500,RV,None,0.245,0.301,0.335,0,0.119
2012,2012-04-30,2012-05-01,Proudly Paid For Polling,Cortexia,Online,1000,RV,CC,0.179,0.189,0.34,0.218,0.074
2012,2012-04-29,2012-05-01,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.335,0.279,0.245,0,0.141
2012,2012-04-30,2012-05-01,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.367,0.243,0.242,0,0.147
2012,2012-04-29,2012-05-01,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,None,0.243,0.31,0.345,0,0.102
2012,2012-04-29,2012-05-01,Dataland Daily,National,Online,200,Adults,None,0.135,0.245,0.4,0.05,0.17
2012,2012-05-01,2012-05-02,Dataland Register-Gazette,Electropolis,Live caller,1500,RV,None,0.265,0.299,0.331,0,0.105
2012,2012-05-01,2012-05-02,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.321,0.235,0.348,0,0.096
2012,2012-05-01,2012-05-02,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.344,0.244,0.264,0,0.148
2012,2012-04-30,2012-05-02,Dataland Daily,National,Online,200,Adults,None,0.16,0.24,0.365,0.025,0.21
2012,2012-05-01,2012-05-02,Dataland Daily,National,Online,200,Adults,None,0.12,0.255,0.39,0.075,0.16
2012,2012-05-01,2012-05-02,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.222,0.168,0.333,0.176,0.101
2012,2012-05-01,2012-05-03,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.171,0.274,0.466,0,0.09
2012,2012-05-02,2012-05-03,Proudly Paid For Polling,Circuiton,Online,1000,RV,DGM,0.063,0.463,0.371,0,0.103
2012,2012-05-02,2012-05-03,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,CC,0.486,0.174,0.179,0,0.16
2012,2012-05-02,2012-05-03,Dataland Daily,National,Online,200,Adults,None,0.185,0.275,0.335,0.035,0.17
2012,2012-05-01,2012-05-03,No Province Left Behind,Quantumridge,IVR,500,RV,None,0.208,0.22,0.408,0,0.164
2012,2012-05-02,2012-05-04,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.403,0.076,0.397,0,0.125
2012,2012-05-02,2012-05-04,Cobolite Coalition Calling,National,IVR,2000,RV,None,0.296,0.266,0.288,0.04,0.11
2012,2012-05-03,2012-05-05,Proudly Paid For Polling,Binaryshire,Online,1000,RV,CC,0.77,0.014,0.106,0,0.11
2012,2012-05-03,2012-05-05,Dataland Daily,National,Online,200,Adults,None,0.16,0.31,0.36,0.02,0.15
2012,2012-05-04,2012-05-06,Dataland Daily,National,Online,200,Adults,None,0.205,0.23,0.36,0.05,0.155
2012,2012-05-05,2012-05-06,Dataland Daily,National,Online,200,Adults,None,0.165,0.295,0.37,0.025,0.145
2012,2012-05-06,2012-05-07,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,CC,0.734,0.012,0.11,0,0.144
2012,2012-05-05,2012-05-07,Metaflux University,Infoglen,IVR,1500,RV,None,0.292,0.305,0.3,0,0.103
2012,2012-05-05,2012-05-07,Proudly Paid For Polling,Infoglen,Online,1000,RV,DGM,0.225,0.404,0.3,0,0.071
2012,2012-05-06,2012-05-07,Dataland Daily,National,Online,200,Adults,None,0.225,0.24,0.325,0.03,0.18
2012,2012-05-05,2012-05-07,Proudly Paid For Polling,Synapse Territories,Online,1000,RV,CC,0.265,0.215,0.306,0.134,0.08
2012,2012-05-06,2012-05-08,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,None,0.144,0.303,0.454,0,0.099
2012,2012-05-07,2012-05-08,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.176,0.157,0.398,0.173,0.096
2012,2012-05-07,2012-05-08,Proudly Paid For Polling,Infoglen,Online,1000,RV,DGM,0.259,0.372,0.263,0,0.106
2012,2012-05-08,2012-05-09,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,CC,0.159,0.288,0.475,0,0.078
2012,2012-05-08,2012-05-09,Dataland Register-Gazette,Circuiton,Live caller,1500,RV,None,0.042,0.394,0.448,0,0.116
2012,2012-05-07,2012-05-09,Dataland Daily,National,Online,200,Adults,None,0.21,0.315,0.285,0.045,0.145
2012,2012-05-08,2012-05-09,Dataland Daily,National,Online,200,Adults,None,0.2,0.21,0.395,0.04,0.155
2012,2012-05-08,2012-05-09,Metaflux University,Quantumridge,IVR,1500,RV,None,0.137,0.223,0.551,0,0.089
2012,2012-05-08,2012-05-09,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.208,0.183,0.378,0.152,0.078
2012,2012-05-08,2012-05-10,Proudly Paid For Polling,Cerebrica,Online,1000,LV,CC,0.335,0.187,0.333,0.037,0.108
2012,2012-05-08,2012-05-10,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.147,0.259,0.5,0,0.094
2012,2012-05-08,2012-05-10,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.293,0.242,0.4,0,0.065
2012,2012-05-09,2012-05-10,Dataland Daily,National,Online,200,Adults,None,0.11,0.29,0.435,0.005,0.16
2012,2012-05-10,2012-05-11,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.151,0.178,0.431,0.165,0.075
2012,2012-05-09,2012-05-11,Metaflux University,Quantumridge,IVR,1500,RV,None,0.173,0.249,0.475,0,0.103
2012,2012-05-10,2012-05-12,Progressive Polling,Circuiton,Live caller,1000,Adults,None,0.055,0.337,0.508,0,0.1
2012,2012-05-11,2012-05-12,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.21,0.302,0.397,0,0.091
2012,2012-05-10,2012-05-12,Dataland Daily,National,Online,200,Adults,None,0.165,0.22,0.42,0.04,0.155
2012,2012-05-11,2012-05-12,Dataland Daily,National,Online,200,Adults,None,0.17,0.2,0.41,0.06,0.16
2012,2012-05-11,2012-05-12,No Province Left Behind,Quantumridge,IVR,500,LV,None,0.148,0.23,0.514,0,0.108
2012,2012-05-11,2012-05-12,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,DGM,0.158,0.224,0.334,0.148,0.136
2012,2012-05-12,2012-05-13,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.155,0.171,0.41,0.186,0.078
2012,2012-05-11,2012-05-13,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.402,0.244,0.211,0,0.143
2012,2012-05-11,2012-05-13,No Province Left Behind,National,IVR,500,LV,None,0.182,0.252,0.446,0.04,0.08
